Departure,Return,Airline,Duration,Transit,Price,Competitor Price,Duration in Minutes,Flight Type,Price Type,Season,Price per Hour,Origin,Average Temp (°C),Precipitation (mm),Rain
2025-10-06,2025-10-13,MEA,4h 15m,0,625.0,609.99,255,Short,Affordable,Autumn,147.06,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Aegean Airlines,7h 20m,1,566.0,550.99,440,Medium,Cheap,Autumn,77.18,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,MEA,4h 15m,0,656.0,640.99,255,Short,Affordable,Autumn,154.35,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Aegean Airlines,7h 20m,1,680.0,664.99,440,Medium,Affordable,Autumn,92.73,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Pegasus Airlines,7h 10m,1,683.0,667.99,430,Medium,Affordable,Autumn,95.3,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Aegean Airlines,7h 20m,1,466.0,450.99,440,Medium,Cheap,Autumn,63.55,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,MEA,4h 20m,0,900.0,884.99,260,Short,Affordable,Autumn,207.69,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Aegean Airlines,7h 20m,1,423.0,407.99,440,Medium,Cheap,Autumn,57.68,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Lufthansa,7h 20m,1,492.0,476.99,440,Medium,Cheap,Autumn,67.09,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,Lufthansa,7h 05m,1,492.0,476.99,425,Medium,Cheap,Autumn,69.46,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,MEA,4h 15m,0,668.0,652.99,255,Short,Affordable,Autumn,157.18,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,SunExpress,7h 10m,1,714.0,698.99,430,Medium,Affordable,Autumn,99.63,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,MEA,4h 15m,0,503.0,487.99,255,Short,Cheap,Autumn,118.35,Paris,14.4,3.5,Yes
2025-10-06,2025-10-13,SunExpress,7h 10m,1,545.0,529.99,430,Medium,Cheap,Autumn,76.05,Paris,14.4,3.5,Yes
2025-10-13,2025-10-20,Air France,4h 20m,0,474.0,697.0,260,Short,Cheap,Autumn,109.38,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 40m,0,400.0,697.0,280,Short,Cheap,Autumn,85.71,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,7h 20m,1,515.0,697.0,440,Medium,Cheap,Autumn,70.23,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,10h 30m,1,621.0,697.0,630,Long,Affordable,Autumn,59.14,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 15m,0,621.0,614.0,255,Short,Affordable,Autumn,146.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 40m,0,621.0,697.0,280,Short,Affordable,Autumn,133.07,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,621.0,425.0,255,Short,Affordable,Autumn,146.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,664.0,636.0,280,Short,Affordable,Autumn,142.29,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,664.0,697.0,255,Short,Affordable,Autumn,156.24,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,702.0,697.0,280,Short,Affordable,Autumn,150.43,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,702.0,588.0,255,Short,Affordable,Autumn,165.18,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,745.0,697.0,280,Short,Affordable,Autumn,159.64,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,469.0,453.99,255,Short,Cheap,Autumn,110.35,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,490.0,474.99,280,Short,Cheap,Autumn,105.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,1040.0,1024.99,260,Short,Expensive,Autumn,240.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,474.0,458.99,280,Short,Cheap,Autumn,101.57,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,680.0,664.99,260,Short,Affordable,Autumn,156.92,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,680.0,664.99,280,Short,Affordable,Autumn,145.71,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,680.0,664.99,255,Short,Affordable,Autumn,160.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,565.0,549.99,255,Short,Cheap,Autumn,132.94,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,396.0,380.99,260,Short,Cheap,Autumn,91.38,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,396.0,380.99,280,Short,Cheap,Autumn,84.86,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,7h 20m,1,417.0,401.99,440,Medium,Cheap,Autumn,56.86,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,7h 05m,1,425.0,409.99,425,Medium,Cheap,Autumn,60.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,7h 20m,1,636.0,620.99,440,Medium,Affordable,Autumn,86.73,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 20m,0,680.0,664.99,260,Short,Affordable,Autumn,156.92,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 40m,0,567.0,551.99,280,Short,Cheap,Autumn,121.5,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,8h 30m,2,680.0,664.99,510,Long,Affordable,Autumn,80.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 20m,0,474.0,474.0,260,Short,Cheap,Autumn,109.38,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 15m,0,621.0,697.0,255,Short,Affordable,Autumn,146.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 40m,0,621.0,614.0,280,Short,Affordable,Autumn,133.07,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,621.0,697.0,255,Short,Affordable,Autumn,146.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,664.0,425.0,280,Short,Affordable,Autumn,142.29,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,664.0,636.0,255,Short,Affordable,Autumn,156.24,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,702.0,697.0,255,Short,Affordable,Autumn,165.18,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,745.0,588.0,280,Short,Affordable,Autumn,159.64,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,469.0,697.0,255,Short,Cheap,Autumn,110.35,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,490.0,465.0,280,Short,Cheap,Autumn,105.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,1040.0,672.0,260,Short,Expensive,Autumn,240.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,461.0,474.0,280,Short,Cheap,Autumn,98.79,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,680.0,495.0,260,Short,Affordable,Autumn,156.92,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,680.0,437.0,280,Short,Affordable,Autumn,145.71,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,7h 05m,1,453.0,437.99,425,Medium,Cheap,Autumn,63.95,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,8h 10m,1,668.0,652.99,490,Long,Affordable,Autumn,81.8,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 55m,1,494.0,478.99,475,Long,Cheap,Autumn,62.4,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 40m,1,461.0,445.99,460,Medium,Cheap,Autumn,60.13,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 25m,1,477.0,461.99,445,Medium,Cheap,Autumn,64.31,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 40m,1,750.0,734.99,460,Medium,Affordable,Autumn,97.83,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,8h 50m,1,750.0,734.99,530,Long,Affordable,Autumn,84.91,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,8h 10m,1,487.0,471.99,490,Long,Cheap,Autumn,59.63,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 25m,1,487.0,471.99,445,Medium,Cheap,Autumn,65.66,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,10h 00m,1,632.0,616.99,600,Long,Affordable,Autumn,63.2,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,7h 15m,1,473.0,457.99,435,Medium,Cheap,Autumn,65.24,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,9h 25m,1,481.0,465.99,565,Long,Cheap,Autumn,51.08,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 35m,1,540.0,524.99,455,Medium,Cheap,Autumn,71.21,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,7h 20m,1,540.0,524.99,440,Medium,Cheap,Autumn,73.64,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,13h 05m,1,411.0,395.99,785,Long,Cheap,Autumn,31.41,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 20m,0,474.0,396.0,260,Short,Cheap,Autumn,109.38,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Air France,4h 40m,0,388.0,474.0,280,Short,Cheap,Autumn,83.14,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,621.0,614.0,255,Short,Affordable,Autumn,146.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,664.0,697.0,280,Short,Affordable,Autumn,142.29,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,664.0,425.0,255,Short,Affordable,Autumn,156.24,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,702.0,636.0,280,Short,Affordable,Autumn,150.43,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,469.0,588.0,255,Short,Cheap,Autumn,110.35,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,490.0,697.0,280,Short,Cheap,Autumn,105.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,1040.0,1024.99,260,Short,Expensive,Autumn,240.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,461.0,672.0,280,Short,Cheap,Autumn,98.79,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,680.0,474.0,260,Short,Affordable,Autumn,156.92,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,680.0,495.0,280,Short,Affordable,Autumn,145.71,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,680.0,437.0,255,Short,Affordable,Autumn,160.0,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,680.0,452.0,280,Short,Affordable,Autumn,145.71,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 15m,0,565.0,467.0,255,Short,Cheap,Autumn,132.94,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 40m,0,680.0,630.0,280,Short,Affordable,Autumn,145.71,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,MEA,4h 20m,0,396.0,396.0,260,Short,Cheap,Autumn,91.38,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,7h 20m,1,1040.0,1024.99,440,Medium,Expensive,Autumn,141.82,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,13h 35m,1,523.0,507.99,815,Long,Cheap,Autumn,38.5,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,10h 25m,1,645.0,629.99,625,Long,Affordable,Autumn,61.92,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,10h 30m,1,645.0,629.99,630,Long,Affordable,Autumn,61.43,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,7h 45m,1,590.0,574.99,465,Medium,Cheap,Autumn,76.13,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Pegasus Airlines,13h 05m,1,444.0,428.99,785,Long,Cheap,Autumn,33.94,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,10h 20m,2,1081.0,1065.99,620,Long,Expensive,Autumn,104.61,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Lufthansa,7h 15m,1,590.0,574.99,435,Medium,Cheap,Autumn,81.38,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,11h 10m,1,440.0,424.99,670,Long,Cheap,Autumn,39.4,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 35m,1,581.0,565.99,455,Medium,Cheap,Autumn,76.62,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,11h 10m,1,716.0,700.99,670,Long,Affordable,Autumn,64.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Turkish Airlines,7h 55m,1,388.0,372.99,475,Long,Cheap,Autumn,49.01,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Egyptair,10h 40m,1,716.0,700.99,640,Long,Affordable,Autumn,67.12,Paris,12.7,1.7,Yes
2025-10-13,2025-10-20,Egyptair,10h 00m,1,540.0,524.99,600,Long,Cheap,Autumn,54.0,Paris,12.7,1.7,Yes
2025-10-20,2025-10-27,Air France,4h 20m,0,485.0,697.0,260,Short,Cheap,Autumn,111.92,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 50m,0,594.0,712.0,290,Short,Cheap,Autumn,122.9,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 15m,0,770.0,697.0,255,Short,Affordable,Autumn,181.18,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 50m,0,770.0,679.0,290,Short,Affordable,Autumn,159.31,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,799.0,697.0,255,Short,Affordable,Autumn,188.0,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,799.0,697.0,285,Short,Affordable,Autumn,168.21,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,799.0,777.0,290,Short,Affordable,Autumn,165.31,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,1051.0,712.0,260,Short,Expensive,Autumn,242.54,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,1159.0,1143.99,285,Short,Expensive,Autumn,244.0,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,706.0,712.0,260,Short,Affordable,Autumn,162.92,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,732.0,800.0,290,Short,Affordable,Autumn,151.45,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,737.0,697.0,255,Short,Affordable,Autumn,173.41,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,679.0,712.0,285,Short,Affordable,Autumn,142.95,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,697.0,697.0,255,Short,Affordable,Autumn,164.0,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,683.0,667.99,290,Short,Affordable,Autumn,141.31,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 20m,0,697.0,681.99,260,Short,Affordable,Autumn,160.85,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 45m,0,683.0,667.99,285,Short,Affordable,Autumn,143.79,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 15m,0,626.0,610.99,255,Short,Affordable,Autumn,147.29,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,683.0,667.99,255,Short,Affordable,Autumn,160.71,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,683.0,667.99,285,Short,Affordable,Autumn,143.79,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,701.0,685.99,260,Short,Affordable,Autumn,161.77,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,697.0,681.99,285,Short,Affordable,Autumn,146.74,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Lufthansa,7h 20m,1,794.0,778.99,440,Medium,Affordable,Autumn,108.27,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Lufthansa,7h 05m,1,697.0,681.99,425,Medium,Affordable,Autumn,98.4,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Turkish Airlines,7h 40m,1,697.0,681.99,460,Medium,Affordable,Autumn,90.91,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Turkish Airlines,7h 35m,1,697.0,681.99,455,Medium,Affordable,Autumn,91.91,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,683.0,603.0,290,Short,Affordable,Autumn,141.31,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 20m,0,697.0,652.0,260,Short,Affordable,Autumn,160.85,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 45m,0,683.0,602.0,285,Short,Affordable,Autumn,143.79,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 15m,0,626.0,610.99,255,Short,Affordable,Autumn,147.29,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 45m,0,683.0,603.0,285,Short,Affordable,Autumn,143.79,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,683.0,934.0,255,Short,Affordable,Autumn,160.71,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,683.0,667.99,285,Short,Affordable,Autumn,143.79,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,701.0,685.99,260,Short,Affordable,Autumn,161.77,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,697.0,681.99,285,Short,Affordable,Autumn,146.74,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Pegasus Airlines,7h 20m,1,525.0,752.0,440,Medium,Cheap,Autumn,71.59,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Egyptair,10h 50m,1,485.0,772.0,650,Long,Cheap,Autumn,44.77,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 20m,0,464.0,766.0,260,Short,Cheap,Autumn,107.08,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 50m,0,594.0,796.0,290,Short,Cheap,Autumn,122.9,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Pegasus Airlines,7h 20m,1,737.0,796.0,440,Medium,Affordable,Autumn,100.5,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Ajet,25h 10m,2,758.0,802.0,1510,Long,Affordable,Autumn,30.12,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 15m,0,758.0,796.0,255,Short,Affordable,Autumn,178.35,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Air France,4h 50m,0,787.0,698.0,290,Short,Affordable,Autumn,162.83,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,787.0,698.0,255,Short,Affordable,Autumn,185.18,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,787.0,720.0,285,Short,Affordable,Autumn,165.68,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,787.0,722.0,255,Short,Affordable,Autumn,185.18,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,562.0,746.0,285,Short,Cheap,Autumn,118.32,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,591.0,575.99,255,Short,Cheap,Autumn,139.06,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,601.0,585.99,290,Short,Cheap,Autumn,124.34,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,684.0,668.99,260,Short,Affordable,Autumn,157.85,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,684.0,668.99,285,Short,Affordable,Autumn,144.0,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,706.0,690.99,260,Short,Affordable,Autumn,162.92,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,1051.0,1035.99,290,Short,Expensive,Autumn,217.45,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,589.0,573.99,255,Short,Cheap,Autumn,138.59,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,769.0,753.99,285,Short,Affordable,Autumn,161.89,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,706.0,690.99,255,Short,Affordable,Autumn,166.12,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,769.0,753.99,290,Short,Affordable,Autumn,159.1,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 15m,0,619.0,603.99,255,Short,Affordable,Autumn,145.65,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Aegean Airlines,7h 40m,1,619.0,603.99,460,Medium,Affordable,Autumn,80.74,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 20m,0,728.0,712.99,260,Short,Affordable,Autumn,168.0,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Aegean Airlines,7h 40m,1,752.0,736.99,460,Medium,Affordable,Autumn,98.09,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Aegean Airlines,7h 40m,1,778.0,762.99,460,Medium,Affordable,Autumn,101.48,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Pegasus Airlines,7h 20m,1,777.0,761.99,440,Medium,Affordable,Autumn,105.95,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 45m,0,1159.0,1143.99,285,Short,Expensive,Autumn,244.0,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,Pegasus Airlines,7h 20m,1,732.0,716.99,440,Medium,Affordable,Autumn,99.82,Paris,13.1,3.95,Yes
2025-10-20,2025-10-27,MEA,4h 50m,0,488.0,472.99,290,Short,Cheap,Autumn,100.97,Paris,13.1,3.95,Yes
2025-10-27,2025-11-03,Air France,4h 10m,0,474.0,381.0,250,Short,Cheap,Autumn,113.76,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Air France,4h 50m,0,370.0,354.99,290,Short,Cheap,Autumn,76.55,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Aegean Airlines,12h 55m,1,381.0,381.0,775,Long,Cheap,Autumn,29.5,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Aegean Airlines,7h 40m,1,474.0,752.0,460,Medium,Cheap,Autumn,61.83,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Air France,4h 10m,0,370.0,354.99,250,Short,Cheap,Autumn,88.8,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Air France,4h 50m,0,541.0,796.0,290,Short,Cheap,Autumn,111.93,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Aegean Airlines,12h 55m,1,731.0,822.0,775,Long,Affordable,Autumn,56.59,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Aegean Airlines,7h 40m,1,488.0,472.99,460,Medium,Cheap,Autumn,63.65,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Air France,4h 15m,0,785.0,873.0,255,Short,Affordable,Autumn,184.71,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Air France,4h 50m,0,785.0,866.0,290,Short,Affordable,Autumn,162.41,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,804.0,920.0,255,Short,Affordable,Autumn,189.18,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 45m,0,858.0,920.0,285,Short,Affordable,Autumn,180.63,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,558.0,751.0,255,Short,Cheap,Autumn,131.29,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Aegean Airlines,7h 40m,1,855.0,535.0,460,Medium,Affordable,Autumn,111.52,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,855.0,815.0,255,Short,Affordable,Autumn,201.18,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 45m,0,613.0,697.0,285,Short,Cheap,Autumn,129.05,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,914.0,697.0,255,Short,Affordable,Autumn,215.06,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 50m,0,914.0,697.0,290,Short,Affordable,Autumn,189.1,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,727.0,697.0,255,Short,Affordable,Autumn,171.06,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 45m,0,727.0,697.0,285,Short,Affordable,Autumn,153.05,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 10m,0,821.0,697.0,250,Short,Affordable,Autumn,197.04,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 45m,0,507.0,491.99,285,Short,Cheap,Autumn,106.74,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,810.0,794.99,255,Short,Affordable,Autumn,190.59,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,Aegean Airlines,7h 40m,1,680.0,664.99,460,Medium,Affordable,Autumn,88.7,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,727.0,711.99,255,Short,Affordable,Autumn,171.06,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 45m,0,680.0,664.99,285,Short,Affordable,Autumn,143.16,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 15m,0,680.0,664.99,255,Short,Affordable,Autumn,160.0,Paris,11.5,1.64,Yes
2025-10-27,2025-11-03,MEA,4h 50m,0,905.0,889.99,290,Short,Affordable,Autumn,187.24,Paris,11.5,1.64,Yes
